IMG,QSN,TXT,OBJ,COL,CNT,OTH,,,,,,,,,,,,,,
VizWiz_train_00000000.jpg,What's the name of this product?,4,3,0,0,0
VizWiz_train_00000001.jpg,Can you tell me what is in this can please?,2,5,1,1,0
VizWiz_train_00000002.jpg,Is this enchilada sauce or is this tomatoes?  Thank you.,4,3,1,0,0
VizWiz_train_00000003.jpg,What is the captcha on this screenshot?,4,2,1,1,0
VizWiz_train_00000004.jpg,What is this item?,3,5,1,0,0
VizWiz_train_00000005.jpg,What's this?,1,5,1,0,0
VizWiz_train_00000006.jpg,What is in this bottle?,4,3,1,0,0
VizWiz_train_00000007.jpg,This item.,2,5,2,0,0
VizWiz_train_00000008.jpg,What color do these look?,1,3,4,0,0
VizWiz_train_00000009.jpg,Surface look clean? Thank you.,0,5,1,0,0
VizWiz_train_00000010.jpg,Is this.,1,5,2,0,0
VizWiz_train_00000012.jpg,what is this?,0,5,2,0,0
VizWiz_train_00000013.jpg,What kind of drink is this?,4,5,2,0,0
VizWiz_train_00000015.jpg,What color... what color is this skirt?,0,5,5,0,0
VizWiz_train_00000016.jpg,How much money is on the table?,2,3,0,4,0
VizWiz_train_00000017.jpg,What is the name of this product? What is the name of this product?,0,5,1,0,0
VizWiz_train_00000018.jpg,What is this? ,0,5,1,0,0
VizWiz_train_00000019.jpg,Can I ask about anything or any information without taking any pictures?,1,2,5,0,0
VizWiz_train_00000020.jpg,What is this game?,2,5,2,0,0
VizWiz_train_00000022.jpg,What is in this can?,4,4,2,0,0
VizWiz_train_00000023.jpg,What is this movie?,5,5,0,0,0
VizWiz_train_00000024.jpg,Can you see the piece of mail and can you tell me who this mail is for?,2,5,0,0,1
VizWiz_train_00000025.jpg,What is this a picture of?,0,4,2,0,0
VizWiz_train_00000026.jpg,What is this?,5,5,0,0,0
VizWiz_train_00000029.jpg,Can you tell what this says?,5,2,0,0,0
VizWiz_train_00000031.jpg,What does this box say?,4,2,1,0,0
VizWiz_train_00000032.jpg,What color furniture is that?  And is that nice table and chairs?,0,5,5,0,0
VizWiz_train_00000033.jpg,This is a medication bottle and I'd just like to know if there is a label and dosage information visible. Thank you.,4,5,1,0,0
VizWiz_train_00000035.jpg,Do you see anything on this screen?,3,4,1,0,0
VizWiz_train_00000039.jpg,What seasoning is this?,5,5,0,0,0
VizWiz_train_00000040.jpg,What is on the bar code?,5,4,2,1,0
VizWiz_train_00000041.jpg,What kind of jerky is this? ,5,3,0,0,0
VizWiz_train_00000043.jpg,What is this spice?,3,4,2,0,0
VizWiz_train_00000044.jpg,"What is this, please?",3,4,0,0,0
VizWiz_train_00000048.jpg,What is this?,0,5,1,0,0
VizWiz_train_00000049.jpg,What is this?,4,5,0,0,0
VizWiz_train_00000052.jpg,What is this?,4,5,1,0,0
VizWiz_train_00000053.jpg,What is in this card and is it right side up or upside down? Thank you.,3,5,0,0,0
VizWiz_train_00000054.jpg,Who is this?,1,5,1,0,0
VizWiz_train_00000055.jpg,"What's the name of that, please?",3,4,1,0,0
VizWiz_train_00000056.jpg,Please describe the pattern and color of this bag.,0,5,5,0,0
VizWiz_train_00000058.jpg,Can you read the name on that syrup bottle,2,4,1,0,0
VizWiz_train_00000059.jpg,What is this a picture of?,3,5,1,0,0
VizWiz_train_00000060.jpg,What is this?,4,5,0,0,0
VizWiz_train_00000061.jpg,What type of chips are this?,3,4,3,0,0
VizWiz_train_00000063.jpg,"what has this picture got in it, what kind of things? What kind of stuff?",0,5,1,0,0
VizWiz_train_00000064.jpg,"What flavor is this, please?",5,4,0,0,0
VizWiz_train_00000069.jpg,What canned good is this? ,4,5,0,0,0
VizWiz_train_00000070.jpg,What does the display say?,3,3,1,2,0
VizWiz_train_00000073.jpg,What are these called?,2,4,1,0,1
VizWiz_train_00000077.jpg,What kind of drink is it?,5,4,0,0,0
VizWiz_train_00000078.jpg,Is that 7-up?,1,5,1,1,0
VizWiz_train_00000079.jpg,Hi is there a Speedo logo on the side of the swimming hat?,2,3,1,0,0
VizWiz_train_00000080.jpg,What is this in front of me?,0,3,0,0,0
VizWiz_train_00000081.jpg,Is my - is my light on?,0,5,3,0,1
VizWiz_train_00000082.jpg,What is in this jar? What type of food?,3,5,0,0,0
VizWiz_train_00000083.jpg,What am I looking at?,0,5,2,1,0
VizWiz_train_00000085.jpg,What is this,0,5,2,0,0
VizWiz_train_00000086.jpg,what color is his shirt,0,3,4,0,0
VizWiz_train_00000090.jpg,Can you please tell me if you see the headphones in the photo? ,0,5,2,0,0
VizWiz_train_00000092.jpg,What type of tree is this?,0,5,2,0,0
VizWiz_train_00000093.jpg,What is this?,2,5,1,0,1
VizWiz_train_00000094.jpg,What is this bottle?,3,3,1,0,0
VizWiz_train_00000098.jpg,"Hi, what can you see in this page that I have scanned with my phone camera?",5,3,1,1,0
VizWiz_train_00000099.jpg,Tell me what spice this is please.,4,4,0,0,0
VizWiz_train_00000100.jpg,What kind of snacks are these?,5,3,0,0,0
VizWiz_train_00000103.jpg,How much money is it?,2,2,1,3,0
VizWiz_train_00000104.jpg,What is this?,1,4,3,0,0
VizWiz_train_00000105.jpg,"Tell me, what's this thing?",0,5,0,0,0
VizWiz_train_00000106.jpg,What is on the front of my shirt?,1,5,1,0,0
VizWiz_train_00000108.jpg,What is this?,0,5,1,0,1
VizWiz_train_00000110.jpg,What does the sky look like? Thank you.,0,4,4,0,0
VizWiz_train_00000112.jpg,Can you tell me what this is?,4,4,1,0,0
VizWiz_train_00000113.jpg,What is that?,0,5,0,0,0
VizWiz_train_00000114.jpg,What kind of coffee is this?,3,4,2,0,0
VizWiz_train_00000115.jpg,Is this butter salted or unsalted?,3,4,0,0,0
VizWiz_train_00000116.jpg,What colors are in this sweater?,0,3,4,0,0
VizWiz_train_00000117.jpg,What is that?,4,5,1,0,0
VizWiz_train_00000118.jpg,"I've changed the box, or turned it around.  Can you make the expiration date out now?",5,2,0,0,0
VizWiz_train_00000122.jpg,What color is this shirt?,0,3,5,0,0
VizWiz_train_00000124.jpg,What is in this bottle? ,2,4,2,0,0
VizWiz_train_00000127.jpg,What color is this shirt?,0,3,5,0,0
VizWiz_train_00000128.jpg,Whats this?,2,5,1,0,0
VizWiz_train_00000129.jpg,Which shirt is green?,0,4,5,0,0
VizWiz_train_00000130.jpg,What is this item?,0,4,2,0,0
VizWiz_train_00000133.jpg,What book is this?,5,4,0,0,0
VizWiz_train_00000134.jpg,What is this a picture of?,3,5,2,0,0
VizWiz_train_00000136.jpg,What is in this can?,3,5,1,0,0
VizWiz_train_00000138.jpg,what kind of soda is this,4,4,0,0,0
VizWiz_train_00000139.jpg,What is this? ,4,5,0,0,0
VizWiz_train_00000140.jpg,Can you tell me what this box says?,5,4,0,0,0
VizWiz_train_00000142.jpg,What is this?,3,5,1,0,0
VizWiz_train_00020002.jpg,Is this labeled as pouch A or pouch B? Thank you,5,5,0,0,0
VizWiz_train_00000143.jpg,What kind of tea is this?,1,5,3,0,0
VizWiz_train_00000144.jpg,What's this?,2,5,1,0,0
VizWiz_train_00000145.jpg,What is this tablet please?,5,4,0,0,0
VizWiz_train_00000146.jpg,What is in my refrigerator?,3,5,0,0,0
VizWiz_train_00000148.jpg,What time is it and what kind of clock is it?,5,5,0,1,0
VizWiz_train_00000149.jpg,What is this?,2,5,2,0,0
VizWiz_train_00000151.jpg,Can you please tell me what kind of coffee or tea this is?,2,5,2,0,0
VizWiz_train_00000152.jpg,What is this bottle?,3,5,2,0,0
VizWiz_train_00000156.jpg,What's on the outside of this box?,3,4,1,0,0
VizWiz_train_00000159.jpg,What flavor of juice is this? Thank you.,2,3,1,0,0
VizWiz_train_00000160.jpg,What is this?,0,5,1,0,0
VizWiz_train_00000161.jpg,What color are my shoes?,0,3,4,0,0
VizWiz_train_00000162.jpg,What this student planner?,2,5,2,2,0
VizWiz_train_00000164.jpg,What color is this sweater,0,3,5,0,0
VizWiz_train_00000165.jpg,What is this?,4,4,1,0,0
VizWiz_train_00000166.jpg,what kind of popsicle is this?,5,4,0,0,0
VizWiz_train_00000167.jpg,What is this?,2,5,0,0,1
VizWiz_train_00000168.jpg,Can you please tell me what color this shirt is? Thank you.,0,3,5,0,0
VizWiz_train_00000169.jpg,What? What is this?,3,5,2,0,0
VizWiz_train_00000171.jpg,What is this?,2,5,1,1,0
VizWiz_train_00000172.jpg,What is this?,5,5,0,1,0
VizWiz_train_00000173.jpg,What is this CD?,4,5,0,0,0
VizWiz_train_00000174.jpg,What is that?,0,5,1,0,0
VizWiz_train_00000175.jpg,Whats the model number?,3,4,1,0,0
VizWiz_train_00000176.jpg,What soap is this?,3,0,0,0,0
VizWiz_train_00000177.jpg,What is this item.,2,5,1,0,0
VizWiz_train_00000178.jpg,What is this photo?,0,4,1,0,1
VizWiz_train_00000179.jpg,What is the captcha image?,4,3,1,1,0
VizWiz_train_00000182.jpg,What is it,1,4,0,0,0
VizWiz_train_00000183.jpg,What color are these jeans,0,5,4,0,0
VizWiz_train_00000184.jpg,What's in this basket?,5,5,0,0,0
VizWiz_train_00000186.jpg,What flavor is this?,5,5,0,0,0
VizWiz_train_00000187.jpg,What is this?,0,5,1,0,0
VizWiz_train_00000188.jpg,Is this like on or off?,0,3,1,0,1
VizWiz_train_00000190.jpg,"Oh, what's this?",1,4,2,0,0
VizWiz_train_00000191.jpg,What is in this can,4,4,1,0,0
VizWiz_train_00000195.jpg,What is this?,5,4,0,0,0
VizWiz_train_00000196.jpg,What flavor is this Gevalia coffee? It's the last one.,3,3,0,0,0
VizWiz_train_00000197.jpg,"Hi, what kind of can is this? ",3,5,1,0,0
VizWiz_train_00000198.jpg,What is this?,4,5,1,0,0
VizWiz_train_00000200.jpg,What is this?,0,5,2,0,0
VizWiz_train_00000201.jpg,Read the screen!,3,4,1,0,0
VizWiz_train_00000203.jpg,What color is this cartridge?,4,4,3,0,0
VizWiz_train_00000204.jpg,Is this black or purple?,0,2,5,0,0
VizWiz_train_00000208.jpg,What color is this shirt?,0,4,5,0,0
VizWiz_train_00000209.jpg,What kind of alcohol is this?,5,5,0,0,0
VizWiz_train_00000212.jpg,What is this?,4,4,1,0,0
